hh_id,province,district,urban_rural,hh_size,n_children,n_working_age,n_elderly,monthly_income,monthly_expenditure,has_electricity,has_improved_water,has_improved_sanitation,owns_radio,owns_tv,owns_mobile,owns_refrigerator,owns_vehicle,dwelling_type,survey_weight,province_code,province_name,capital,population,character,hh_size_category
DHHS2025-00763,CTR,Numerica Peri-Urban,Urban,5,0,5,0,134070,132974,True,True,True,True,True,True,True,False,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00764,CTR,Numerica Urban,Urban,7,2,5,0,102371,73097,True,True,True,False,True,True,True,False,Informal,0.61,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00765,CTR,Range District,Urban,3,1,2,0,49770,47432,True,True,True,True,True,True,True,False,Detached house,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00766,LKS,Port Sample District,Urban,2,1,1,0,40661,32050,True,True,False,True,False,True,True,False,Detached house,0.99,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00767,STH,Distribution District,Rural,3,2,1,0,23358,17211,True,True,True,True,True,True,True,False,Detached house,1.19,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00768,CTR,Numerica Urban,Rural,1,0,1,0,80942,67687,True,True,True,True,True,False,False,True,Single room,0.82,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00769,CTR,Numerica Peri-Urban,Urban,5,2,3,0,40483,37010,False,True,True,True,True,True,True,True,Informal,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00770,LKS,Estimate District,Rural,4,2,2,0,15911,12127,False,False,False,True,False,False,False,False,Single room,1.49,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00771,CTR,Variance District,Urban,6,2,4,0,54786,51768,False,True,True,False,True,True,True,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00772,CTR,Numerica Urban,Rural,8,2,6,0,32658,24488,True,False,True,True,False,True,False,True,Semi-detached,0.96,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00773,LKS,Estimate District,Rural,7,0,7,0,48962,42873,False,True,False,True,True,False,False,False,Detached house,1.54,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00774,EST,Kurtosis Bay,Urban,3,0,3,0,26896,22322,True,False,True,True,True,True,False,False,Flat/Apartment,1.34,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00775,STH,Distribution District,Rural,7,2,5,0,38542,28269,True,True,False,True,True,True,False,False,Single room,1.19,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00776,LKS,Parameter District,Rural,6,2,4,0,12041,9842,True,False,False,True,False,False,False,False,Traditional hut,1.4,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00777,EST,Kurtosis Bay,Urban,5,1,3,1,49650,45216,True,False,True,False,True,True,False,False,Flat/Apartment,1.14,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00778,NTH,Correlation Hills,Urban,4,3,1,0,25066,23602,False,True,False,True,True,True,False,True,Semi-detached,1.56,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00779,STH,Median Urban,Urban,8,1,7,0,31314,25585,True,True,True,True,False,False,False,False,Detached house,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00780,NTH,Regression Valley,Rural,2,0,2,0,81366,66677,True,True,True,False,True,True,False,False,Semi-detached,2.25,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00781,EST,Percentile District,Urban,6,2,4,0,82329,82180,True,True,True,False,False,True,True,False,Semi-detached,1.29,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00782,CTR,Numerica Urban,Urban,5,0,5,0,76753,70217,True,True,True,True,True,True,True,True,Single room,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00783,LKS,Estimate District,Rural,4,1,3,0,60368,47902,True,True,True,True,False,True,True,False,Detached house,1.54,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00784,EST,Percentile District,Rural,4,1,3,0,65568,50138,True,False,True,True,False,True,False,False,Traditional hut,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00785,CTR,Numerica Urban,Rural,3,2,1,0,52154,39041,True,True,True,True,False,False,False,False,Detached house,0.89,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00786,CTR,Variance District,Urban,4,2,2,0,214945,205419,True,True,True,True,True,True,False,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00787,CTR,Variance District,Rural,5,2,2,1,26247,22769,False,False,True,False,False,True,False,False,Traditional hut,0.92,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00788,LKS,Port Sample District,Urban,7,1,6,0,52080,40720,True,True,True,True,False,True,False,False,Detached house,1.13,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00789,CTR,Variance District,Urban,7,1,6,0,66298,58735,True,False,True,False,True,True,False,False,Flat/Apartment,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00790,CTR,Numerica Urban,Urban,4,2,2,0,14118,13763,False,True,False,True,True,True,False,False,Flat/Apartment,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00791,WST,Standard District,Urban,3,2,1,0,42118,36792,True,True,True,True,True,False,False,False,Semi-detached,1.6,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00792,WST,Deviation District,Rural,7,6,1,0,23846,17895,True,True,False,False,False,False,False,False,Single room,2.5,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00793,NTH,Polaris District,Urban,4,1,3,0,16493,14638,True,True,False,False,False,True,False,False,Informal,1.38,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00794,CTR,Numerica Peri-Urban,Urban,7,2,5,0,106460,102431,True,True,True,False,True,True,True,False,Single room,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00795,NTH,Polaris District,Rural,7,1,6,0,45510,42143,True,True,False,True,True,False,False,False,Semi-detached,2.04,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00796,STH,Distribution District,Urban,5,2,3,0,31646,24270,True,False,False,True,True,True,True,False,Detached house,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00797,CTR,Range District,Urban,6,1,5,0,127971,107410,True,True,True,False,True,True,False,True,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00798,CTR,Variance District,Urban,6,1,5,0,76468,62735,True,True,True,False,True,True,True,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00799,EST,Percentile District,Rural,4,1,3,0,36539,34780,True,True,True,True,True,True,False,False,Detached house,1.73,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00800,LKS,Interval District,Rural,5,2,3,0,27722,24870,True,True,True,True,True,True,False,False,Detached house,1.43,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00801,NTH,Regression Valley,Rural,4,0,4,0,35464,28892,False,True,False,True,True,True,False,False,Traditional hut,2.19,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00802,STH,Median Urban,Rural,4,1,3,0,38843,32906,False,False,False,True,True,True,False,False,Detached house,1.24,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00803,LKS,Estimate District,Rural,5,1,2,2,35524,29907,True,True,True,False,False,False,False,False,Traditional hut,1.45,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00804,STH,Distribution District,Urban,5,2,3,0,51400,41746,False,True,True,True,False,True,False,False,Flat/Apartment,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00805,STH,Frequency Plains,Rural,4,2,2,0,25309,17494,False,False,False,True,False,True,False,False,Detached house,1.21,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00806,STH,Mode District,Urban,9,1,8,0,88137,73427,True,True,True,True,True,True,True,False,Detached house,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00807,STH,Frequency Plains,Urban,6,2,4,0,38635,33614,True,True,False,False,True,True,True,True,Informal,0.83,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00808,WST,Standard District,Rural,4,3,1,0,34059,28136,False,False,False,True,True,True,False,True,Traditional hut,2.32,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00809,STH,Frequency Plains,Urban,3,0,3,0,150490,134672,True,True,True,True,True,True,True,False,Semi-detached,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00810,LKS,Parameter District,Rural,2,1,1,0,29574,25482,False,True,False,False,False,False,False,False,Single room,1.62,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00811,CTR,Numerica Urban,Urban,6,2,4,0,33665,32447,True,True,False,False,False,True,False,False,Detached house,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00812,NTH,Sigma District,Rural,5,1,4,0,38663,29407,True,False,False,False,False,True,True,True,Single room,2.13,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00813,WST,Standard District,Rural,6,1,5,0,11779,8888,True,False,False,True,True,True,False,False,Detached house,2.4,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00814,STH,Distribution District,Urban,3,0,3,0,47417,38572,True,True,False,True,True,True,True,False,Informal,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00815,LKS,Port Sample District,Urban,12,1,11,0,28992,28008,False,False,False,False,True,False,False,False,Single room,1.02,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00816,LKS,Estimate District,Rural,1,0,1,0,24322,21771,False,True,True,True,False,True,False,False,Detached house,1.5,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00817,NTH,Regression Valley,Urban,3,1,2,0,21858,20640,False,True,False,False,False,False,False,False,Single room,1.45,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00818,NTH,Regression Valley,Rural,3,2,1,0,35026,28429,False,True,True,True,False,True,True,False,Detached house,2.01,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00819,CTR,Numerica Peri-Urban,Urban,7,1,6,0,217933,162060,True,True,True,True,True,True,True,False,Semi-detached,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00820,CTR,Range District,Urban,3,2,1,0,140158,135116,True,True,True,True,True,True,True,False,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00821,CTR,Numerica Peri-Urban,Urban,5,2,3,0,61761,58814,True,True,True,False,True,False,True,False,Informal,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00822,NTH,Correlation Hills,Urban,3,0,3,0,130268,106590,True,True,True,False,True,True,True,True,Flat/Apartment,1.46,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00823,CTR,Variance District,Rural,6,5,1,0,51781,41784,False,True,True,True,False,True,False,False,Traditional hut,0.97,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00824,STH,Median Urban,Rural,5,1,4,0,42158,35802,True,False,False,True,False,True,False,False,Traditional hut,1.16,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00825,NTH,Correlation Hills,Urban,11,3,8,0,34392,27597,False,False,False,True,False,True,False,False,Informal,1.34,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00826,STH,Median Urban,Urban,3,2,1,0,75700,65504,True,True,True,True,True,True,False,False,Semi-detached,0.75,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00827,STH,Frequency Plains,Rural,8,0,8,0,12193,10153,True,False,True,True,False,True,False,False,Detached house,1.19,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00828,CTR,Numerica Urban,Urban,7,1,6,0,30298,28529,True,True,False,True,False,True,True,False,Informal,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00829,NTH,Polaris District,Rural,5,4,1,0,18815,16221,True,True,True,False,False,False,False,False,Semi-detached,2.24,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00830,NTH,Sigma District,Urban,8,1,7,0,27245,24785,True,True,False,True,True,True,False,False,Informal,1.51,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00831,LKS,Interval District,Rural,2,1,1,0,31401,30251,False,True,False,True,True,True,True,False,Traditional hut,1.4,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00832,STH,Mode District,Urban,6,1,5,0,48142,40887,True,False,True,False,False,True,False,False,Single room,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00833,CTR,Numerica Peri-Urban,Urban,5,1,4,0,70511,55585,True,True,True,True,True,True,True,False,Informal,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00834,EST,Skewness District,Rural,6,0,6,0,16865,13251,False,False,True,True,False,False,False,False,Traditional hut,1.9,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00835,EST,Outlier Coastal,Rural,5,1,4,0,34922,32883,False,True,True,True,False,True,True,False,Detached house,1.76,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00836,STH,Mode District,Urban,5,1,4,0,66101,52067,True,True,True,True,True,True,False,False,Flat/Apartment,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00837,CTR,Numerica Urban,Urban,5,3,2,0,67746,54695,True,True,True,True,True,True,True,True,Flat/Apartment,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00838,STH,Median Urban,Urban,7,1,6,0,47346,34858,True,True,True,True,False,False,False,True,Informal,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00839,NTH,Correlation Hills,Rural,11,0,11,0,91005,68893,True,True,True,False,True,True,False,False,Traditional hut,2.12,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00840,EST,Kurtosis Bay,Rural,6,0,6,0,16762,11929,False,False,True,True,False,False,False,False,Single room,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00841,CTR,Range District,Urban,9,3,6,0,44971,32986,False,True,True,False,True,False,True,False,Single room,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00842,EST,Kurtosis Bay,Urban,6,2,4,0,12889,12366,True,True,True,False,False,True,False,False,Semi-detached,1.12,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00843,CTR,Variance District,Urban,3,1,2,0,39344,33327,False,False,False,True,False,True,True,False,Flat/Apartment,0.6,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00844,NTH,Sigma District,Rural,3,2,1,0,11525,8306,False,True,False,True,True,True,False,False,Detached house,2.06,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00845,STH,Median Urban,Rural,3,2,1,0,50020,48098,True,True,True,False,True,True,False,False,Detached house,1.28,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00846,LKS,Parameter District,Rural,4,3,1,0,21663,15933,True,False,True,False,True,True,False,False,Traditional hut,1.5,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00847,NTH,Sigma District,Rural,4,1,3,0,15378,12726,False,True,False,True,True,False,False,False,Semi-detached,2.29,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00848,EST,Outlier Coastal,Rural,5,3,2,0,12147,9873,False,False,False,True,False,True,False,False,Single room,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00849,STH,Distribution District,Rural,6,0,6,0,10551,8008,False,True,False,True,False,False,True,False,Traditional hut,1.12,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00850,STH,Frequency Plains,Rural,7,0,7,0,14186,11555,False,True,False,True,True,True,True,False,Detached house,1.26,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00851,LKS,Parameter District,Rural,4,3,1,0,115730,98699,True,True,True,True,False,True,True,False,Traditional hut,1.57,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00852,EST,Skewness District,Urban,5,0,4,1,38427,31730,True,True,False,False,False,True,False,False,Single room,1.12,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00853,STH,Mode District,Rural,1,0,1,0,57555,53322,True,True,True,True,True,True,False,False,Semi-detached,1.21,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00854,STH,Median Urban,Rural,4,3,1,0,16518,15159,False,True,True,True,True,False,False,False,Detached house,1.21,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00855,NTH,Sigma District,Rural,4,3,1,0,36117,29856,True,True,True,False,True,True,False,False,Traditional hut,2.08,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00856,CTR,Numerica Peri-Urban,Urban,5,2,3,0,110673,95691,True,True,True,True,True,True,True,False,Semi-detached,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00857,EST,Skewness District,Rural,6,1,5,0,20291,17043,False,True,False,True,True,True,False,False,Traditional hut,1.92,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00858,STH,Median Urban,Urban,6,2,4,0,152378,129858,True,True,True,True,True,True,True,False,Semi-detached,0.78,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00859,WST,Error Margin,Rural,3,1,2,0,15065,11595,True,False,True,False,False,False,False,False,Semi-detached,2.24,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00860,WST,Standard District,Urban,9,2,7,0,15528,11886,True,True,True,True,False,True,False,False,Semi-detached,1.61,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00861,STH,Distribution District,Urban,6,3,3,0,121279,102384,True,True,True,True,True,True,False,False,Detached house,0.89,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00862,LKS,Parameter District,Urban,2,1,1,0,24312,23966,True,True,True,True,False,True,False,False,Semi-detached,1.11,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00863,LKS,Estimate District,Rural,5,0,5,0,35377,33463,True,True,True,True,False,False,False,False,Traditional hut,1.46,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00864,CTR,Variance District,Urban,5,0,5,0,83760,77975,True,True,True,True,True,True,False,False,Semi-detached,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00865,LKS,Port Sample District,Urban,3,2,1,0,21769,19580,True,False,False,True,False,True,False,False,Flat/Apartment,1.09,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00866,CTR,Range District,Rural,4,0,4,0,46191,39093,True,True,True,False,True,False,False,True,Traditional hut,0.97,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00867,STH,Frequency Plains,Rural,4,1,3,0,89533,75108,True,True,True,True,True,True,True,False,Semi-detached,1.29,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00868,STH,Median Urban,Rural,4,1,3,0,24365,21978,True,False,False,False,False,True,False,False,Detached house,1.26,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00869,CTR,Numerica Urban,Urban,9,2,7,0,32151,27865,False,False,True,True,False,True,False,False,Flat/Apartment,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00870,WST,Error Margin,Rural,3,2,1,0,18983,17214,False,False,False,True,False,False,True,False,Single room,2.65,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00871,WST,Confidence District,Urban,2,1,1,0,17436,12292,True,True,True,True,False,True,True,False,Flat/Apartment,1.6,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00872,EST,Outlier Coastal,Rural,9,4,4,1,64392,59474,True,False,False,True,False,True,False,False,Detached house,1.95,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00873,NTH,Correlation Hills,Rural,6,2,4,0,8836,7313,True,True,False,True,False,True,False,False,Traditional hut,2.14,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00874,LKS,Parameter District,Rural,3,2,1,0,36516,31642,True,True,True,True,False,False,False,False,Traditional hut,1.53,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00875,EST,Kurtosis Bay,Urban,9,0,9,0,78793,62331,True,True,True,False,False,True,False,False,Single room,1.32,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00876,LKS,Interval District,Rural,5,0,5,0,7430,6638,False,True,True,False,False,False,True,False,Traditional hut,1.5,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00877,NTH,Correlation Hills,Rural,11,1,10,0,39585,30206,True,True,False,True,False,True,True,False,Detached house,2.26,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00878,LKS,Interval District,Rural,6,2,4,0,24621,22438,False,False,False,False,True,True,True,False,Detached house,1.61,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00879,CTR,Range District,Urban,4,0,4,0,111083,100345,True,True,True,False,True,True,True,False,Detached house,0.56,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00880,CTR,Numerica Urban,Rural,7,1,6,0,90455,86487,True,True,True,True,True,True,False,False,Traditional hut,0.88,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00881,CTR,Numerica Urban,Urban,8,3,5,0,44163,30959,True,True,True,True,True,True,True,False,Informal,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00882,LKS,Port Sample District,Rural,7,3,3,1,50208,43264,True,False,True,True,True,True,True,False,Semi-detached,1.4,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00883,CTR,Range District,Rural,5,1,4,0,30348,24528,True,False,True,True,False,True,False,False,Semi-detached,0.95,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00884,EST,Outlier Coastal,Rural,8,0,7,1,13201,12672,True,True,False,True,False,False,False,False,Traditional hut,1.91,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00885,NTH,Regression Valley,Rural,3,2,1,0,33816,31595,True,True,True,True,True,True,True,False,Traditional hut,2.22,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00886,CTR,Numerica Urban,Rural,4,3,1,0,32971,25328,True,True,True,False,True,True,True,False,Detached house,0.9,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00887,WST,Deviation District,Rural,4,0,4,0,35565,27416,False,True,False,False,True,True,False,False,Traditional hut,2.24,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00888,CTR,Numerica Urban,Urban,5,3,2,0,51514,38401,False,True,True,True,False,True,False,False,Detached house,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00889,STH,Mode District,Urban,4,0,4,0,59596,47900,True,False,False,True,False,True,True,False,Detached house,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00890,CTR,Range District,Rural,3,2,1,0,19006,15879,False,False,True,True,False,False,False,False,Traditional hut,0.96,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00891,NTH,Polaris District,Rural,4,3,1,0,61771,49860,True,True,True,True,True,False,False,False,Semi-detached,2.0,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00892,EST,Skewness District,Rural,7,3,4,0,39133,36821,True,False,True,True,False,True,False,False,Semi-detached,1.95,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00893,CTR,Numerica Peri-Urban,Rural,8,3,5,0,24484,20649,False,True,False,True,False,True,False,False,Semi-detached,0.9,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00894,STH,Distribution District,Urban,6,0,6,0,102999,93133,True,True,True,True,True,True,True,False,Semi-detached,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00895,CTR,Numerica Urban,Urban,8,4,4,0,44328,45200,False,True,True,True,True,False,False,False,Informal,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00896,LKS,Parameter District,Rural,10,1,9,0,29807,22446,True,False,True,False,False,False,False,False,Traditional hut,1.68,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00897,EST,Outlier Coastal,Rural,2,1,1,0,14969,13897,False,False,False,True,False,True,False,False,Single room,1.84,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00898,CTR,Variance District,Urban,5,2,1,2,58437,47702,True,True,True,True,False,False,False,False,Single room,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00899,NTH,Sigma District,Rural,8,1,7,0,17921,14114,True,False,False,False,False,True,True,False,Detached house,1.98,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00900,LKS,Estimate District,Urban,7,5,2,0,32993,23469,True,True,True,True,True,False,True,True,Semi-detached,1.1,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00901,STH,Distribution District,Rural,8,0,8,0,26299,22246,True,True,False,True,False,True,False,False,Single room,1.3,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00902,EST,Percentile District,Urban,7,4,3,0,26725,22712,False,True,True,True,False,True,False,False,Single room,1.28,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00903,STH,Distribution District,Urban,7,3,4,0,98843,79860,True,True,True,False,True,True,True,False,Semi-detached,0.88,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
